Order_ID,Branch,Order_Date,Order_Priority,Manufacturer,Model_Name,Category,Screen_Size,Screen,CPU,RAM,Storage,GPU,OS,OS_Version,Weight,Price,Quantity,Discount,Total_Price,Profit,Ship_Duration
5070,Kermanshah,1400-03-09,H,HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,"15.6""",1366x768,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.05kg,14000000,1,0,14000000.0,1450000,3
5071,Isfahan,1400-09-12,M,Dell,Inspiron 5379,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Intel UHD Graphics 620,Windows,10,1.62kg,22450000,1,0,22450000.0,2370000,5
5072,Mashhad,1392-11-22,M,HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows,10,2.04kg,3050000,1,0,3050000.0,350000,4
5073,Rasht,1396-10-01,M,Dell,Inspiron 3552,Notebook,"15.6""",1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,500GB HDD,Intel HD Graphics,Windows,10,2.20kg,1500000,3,0,4500000.0,410000,4
5074,Mashhad,1399-11-09,M,Dell,Latitude E5570,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,2.09kg,24850000,1,0,24850000.0,2360000,6
5075,Tehran,1398-09-14,M,Acer,Nitro 5,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.7kg,16000000,1,0,16000000.0,1310000,6
5076,Karaj,1390-12-17,C,Asus,ZenBook UX310UA-FB485T,Notebook,"13.3""",Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.4kg,2150000,1,0,2150000.0,220000,1
5077,Rasht,1401-04-23,M,Asus,FX503VD-E4022T (i7-7700HQ/8GB/1TB/GeForce,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,24250000,1,0,24250000.0,2500000,4
5078,Isfahan,1396-09-07,L,HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,2.04kg,3400000,1,0,3400000.0,380000,10
5079,Tehran,1395-12-27,M,Dell,Inspiron 7559,Gaming,"15.6""",IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.72kg,4100000,1,0,4100000.0,260000,5
5080,Mashhad,1398-09-07,M,Acer,Aspire 3,Notebook,"15.6""",1366x768,AMD A9-Series 9420 3GHz,4GB,128GB SSD,AMD Radeon R5,Windows,10,2.1kg,5350000,1,0,5350000.0,600000,6
5081,Hamedan,1394-04-29,H,HP,EliteBook 840,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,7,1.54kg,3300000,1,0,3300000.0,260000,3
5082,Kish,1401-06-31,M,Asus,VivoBook S15,Ultrabook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.7kg,30850000,1,0,30850000.0,4310000,4
5083,Kish,1392-08-26,L,Lenovo,ThinkPad T460,Notebook,"14.0""",1366x768,Intel Core i5 6200U 2.3GHz,4GB,508GB Hybrid,Intel HD Graphics 520,Windows,7,1.70kg,2900000,1,0,2900000.0,220000,10
5084,Tehran,1398-09-15,L,Toshiba,Portege Z30-C-16L,Ultrabook,"13.3""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.2kg,17250000,1,0,17250000.0,1960000,7
5085,Yazd,1391-06-19,H,Acer,Aspire 5,Notebook,"15.6""",IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12GB,1TB HDD,Nvidia GeForce MX130,Windows,10,2.2kg,1600000,1,0,1600000.0,170000,3
5086,Mashhad,1401-09-04,L,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.8kg,29250000,1,0,29250000.0,2950000,8
5087,Isfahan,1396-07-22,M,Dell,Latitude E7470,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.56kg,4900000,1,0,4900000.0,490000,5
5088,Ahvaz,1393-12-06,L,Dell,Inspiron 3179,2 in 1 Convertible,"11.6""",Touchscreen 1366x768,Intel Core M 7Y30 1.0GHz,4GB,128GB SSD,Intel HD Graphics 615,Windows,10,1.39kg,2050000,1,0,2050000.0,180000,9
5089,Zanjan,1391-07-08,M,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,500GB HDD,AMD Radeon 530,Windows,10,2.1kg,1850000,1,0,1850000.0,230000,5
5090,Tabriz,1392-11-08,M,Lenovo,Thinkpad 13,Notebook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,1GB SSD,Intel HD Graphics 620,Windows,10,1.44kg,2100000,1,0,2100000.0,220000,5
5091,Tehran,1392-02-04,L,Dell,Latitude 5580,Notebook,"15.6""",1366x768,Intel Core i5 7300U 2.6GHz,4GB,500GB HDD,Intel HD Graphics 620,Linux,,1.93kg,3100000,1,0,3100000.0,400000,9
5092,Kermanshah,1399-07-07,M,Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows,10,1.85kg,12850000,1,0,12850000.0,1400000,4
5093,Tehran,1398-07-05,H,Apple,"MacBook 12""",Ultrabook,"12.0""",IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8GB,256GB Flash Storage,Intel HD Graphics 5300,Mac OS,X,0.920kg,13100000,1,0,13100000.0,1120000,3
5094,Yazd,1394-04-16,M,HP,EliteBook 840,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.54kg,3550000,1,0,3550000.0,400000,5
5095,Mashhad,1395-12-21,L,MSI,GL72M 7REX,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7kg,5000000,1,0,5000000.0,630000,9
5096,Kermanshah,1393-02-11,M,Toshiba,Satellite Pro,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.0kg,2850000,2,0,5700000.0,580000,5
5097,Mashhad,1397-08-13,C,Dell,Inspiron 7577,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62kg,15950000,1,0,15950000.0,1290000,1
5098,Mashhad,1398-03-05,M,HP,Envy 13-ad009n,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows,10,1.38kg,15600000,1,0,15600000.0,1360000,5
5099,Mashhad,1397-01-11,M,HP,Envy 13-AB020nr,Ultrabook,"13.3""",IPS Panel Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.34kg,5800000,1,0,5800000.0,580000,4
5100,Isfahan,1399-08-29,C,Dell,Inspiron 5567,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R7 M445,Linux,,2.33kg,19900000,1,0,19900000.0,1730000,1
5101,Tehran,1401-12-05,M,Asus,ZenBook UX310UQ-GL026T,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,512GB SSD,Nvidia GeForce 940M,Windows,10,1.45kg,42750000,1,0,42750000.0,3650000,5
5102,Isfahan,1394-06-30,H,Dell,Latitude 5480,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Linux,,1.64kg,3650000,1,0,3650000.0,420000,2
5103,Tehran,1398-11-30,L,Dell,Inspiron 5579,2 in 1 Convertible,"15.6""",Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.56kg,14850000,1,3,14404500.0,1310000,9
5104,Mashhad,1397-11-09,M,Xiaomi,Mi Notebook,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce MX150,No OS,,1.95kg,14250000,1,0,14250000.0,1190000,4
5105,Tehran,1402-03-30,M,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,"15.6""",1366x768,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,Nvidia GeForce GTX 950M,No OS,,2.45kg,28100000,1,0,28100000.0,2760000,5
5106,Kermanshah,1400-05-04,M,Lenovo,ThinkPad L570,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,2.3kg,22550000,1,0,22550000.0,2040000,6
5107,Yazd,1398-03-07,L,Dell,XPS 13,2 in 1 Convertible,"13.3""",Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,16GB,512GB SSD,Intel HD Graphics 615,Windows,10,1.22kg,26150000,1,0,26150000.0,2290000,9
5108,Tabriz,1395-05-19,M,Asus,ZenBook UX310UA-FB485T,Notebook,"13.3""",Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.4kg,4050000,1,0,4050000.0,470000,5
5109,Orumiyeh,1402-05-13,H,Lenovo,Ideapad 700-15ISK,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,Nvidia GeForce GTX 950M,Windows,10,2.3kg,48700000,1,0,48700000.0,3450000,3
5110,Tehran,1396-09-10,M,Dell,Inspiron 7773,Notebook,"17.3""",Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Nvidia GeForce 150MX,Windows,10,2.77kg,6350000,1,9,5778500.0,500000,4
5111,Tehran,1395-05-25,M,HP,Elitebook 820,Ultrabook,"12.5""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.26kg,5600000,1,0,5600000.0,540000,4
5112,Sari,1399-08-11,L,Lenovo,Thinkpad T460p,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.8kg,31950000,1,2,31311000.0,2420000,9
5113,Isfahan,1402-07-18,L,Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1TB HDD,AMD Radeon R5 M330,No OS,,2.32kg,31400000,1,0,31400000.0,3730000,9
5114,Tehran,1396-01-03,L,Asus,Pro P2540UA-XS51,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,2.37kg,4100000,1,0,4100000.0,450000,9
5115,Isfahan,1400-03-08,M,Asus,ZenBook Flip,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.1kg,29750000,1,0,29750000.0,3000000,6
5116,Ahvaz,1400-04-16,L,Acer,Aspire A517-51G,Notebook,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows,10,3kg,21350000,1,0,21350000.0,2010000,9
5117,Rasht,1402-03-15,M,Dell,Latitude 5580,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,1.9kg,42050000,1,0,42050000.0,4250000,6
5118,Arak,1401-02-20,L,Lenovo,Thinkpad E570,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,2.3kg,28550000,1,0,28550000.0,2480000,8
5119,Zanjan,1397-12-07,L,HP,Probook 440,Notebook,"14.0""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.63kg,13150000,2,0,26300000.0,2400000,10
5120,Kish,1394-03-03,L,Lenovo,Thinkpad X270,Ultrabook,"12.5""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.36kg,5200000,1,0,5200000.0,450000,8
5121,Tehran,1394-08-12,L,Apple,MacBook Pro,Ultrabook,"15.4""",IPS Panel Retina Display 2880x1800,Intel Core i7 2.9GHz,16GB,512GB SSD,AMD Radeon Pro 560,macOS,,1.83kg,9900000,2,0,19800000.0,1770000,10
5122,Zanjan,1400-10-15,L,Dell,Inspiron 7567,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB Hybrid,Nvidia GeForce GTX 1050,Windows,10,2.62kg,24200000,1,0,24200000.0,2070000,8
5123,Kermanshah,1397-12-11,L,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,"11.6""",Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,Intel HD Graphics 400,Windows,10,1.4kg,6350000,1,0,6350000.0,830000,7
5124,Tehran,1399-09-26,M,HP,Probook 470,Notebook,"17.3""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Nvidia GeForce 930MX ,Windows,10,2.5kg,26300000,2,0,52600000.0,5020000,6
5125,Rasht,1400-12-02,L,Dell,Inspiron 7570,Ultrabook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows,10,1.9kg,26750000,1,0,26750000.0,3020000,10
5126,Tehran,1395-01-05,H,Lenovo,IdeaPad 320-17IKB,Notebook,"17.3""",1600x900,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows,10,2.79kg,2000000,1,0,2000000.0,200000,2
5127,Tehran,1399-07-20,L,Lenovo,V310-15ISK (i5-7200U/4GB/1TB/FHD/W10),Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows,10,1.9kg,16400000,1,2,16072000.0,1650000,8
5128,Mashhad,1400-01-28,M,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,"15.6""",1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB SSD,Intel HD Graphics 500,Windows,10,1.86kg,10050000,1,0,10050000.0,1010000,5
5129,Tehran,1391-02-31,H,Xiaomi,Mi Notebook,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD,Nvidia GeForce MX150,No OS,,1.95kg,2300000,1,3,2231000.0,260000,2
5130,Rasht,1391-04-19,L,HP,Pavilion 15-AW003nv,Notebook,"15.6""",Full HD 1920x1080,AMD A9-Series 9410 2.9GHz,6GB,1TB Hybrid,AMD Radeon R7 M440,Windows,10,2.04kg,1050000,1,7,976499.9999999999,90000,9
5131,Hamedan,1395-09-01,H,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,"13.3""",IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8GB,256GB SSD,Intel HD Graphics 540,Windows,10,1.3kg,4400000,1,2,4312000.0,360000,2
5132,Hamedan,1402-06-07,L,Lenovo,ThinkPad T470,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.65kg,73050000,1,0,73050000.0,6480000,7
5133,Rasht,1396-02-24,H,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,"15.6""",1366x768,Intel Core i7 6500U 2.5GHz,6GB,1TB HDD,AMD Radeon R5 M330,Windows,10,2.19kg,2850000,1,0,2850000.0,250000,3
5134,Arak,1400-11-09,M,Dell,Latitude 5480,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.64kg,36050000,1,0,36050000.0,4640000,4
5135,Mashhad,1401-04-07,M,Acer,Aspire ES1-533,Notebook,"15.6""",1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,500GB HDD,Intel HD Graphics 505,Windows,10,2.4kg,9700000,2,0,19400000.0,2230000,5
5136,Kish,1398-07-23,M,Lenovo,IdeaPad 500-15ISK,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,1TB Hybrid,AMD Radeon R7 M360,Windows,10,2.5kg,12450000,1,0,12450000.0,1400000,6
5137,Shiraz,1391-11-09,L,Microsoft,Surface Laptop,Ultrabook,"13.5""",Touchscreen 2256x1504,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10 S,1.252kg,4850000,1,0,4850000.0,410000,8
5138,Isfahan,1402-04-30,L,Acer,Spin 5,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.5kg,42200000,1,0,42200000.0,4960000,8
5139,Shiraz,1391-11-06,M,HP,Pavilion 14-BK001nv,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.58kg,2300000,1,0,2300000.0,230000,6
5140,Ahvaz,1402-04-01,M,HP,ProBook 640,Notebook,"14.0""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,1.95kg,52500000,1,0,52500000.0,4080000,4
5141,Isfahan,1396-05-24,H,Dell,Vostro 5568,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 6006U 2GHz,8GB,256GB SSD,AMD Radeon R5 M420X,Windows,10,2kg,2800000,1,0,2800000.0,250000,2
5142,Kish,1392-08-29,M,Acer,Spin 5,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.6kg,3000000,2,0,6000000.0,630000,6
5143,Zanjan,1390-11-18,M,Dell,Inspiron 7567,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050Ti,Linux,,2.62kg,1750000,1,0,1750000.0,190000,4
5144,Ahvaz,1393-03-30,L,Lenovo,Thinkpad L560,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,2.3kg,3350000,1,0,3350000.0,340000,7
5145,Shiraz,1391-05-26,L,HP,Probook 470,Notebook,"17.3""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Nvidia GeForce 930MX ,Windows,10,2.5kg,2150000,1,0,2150000.0,200000,7
5146,Sari,1394-12-20,M,Lenovo,ThinkPad T470s,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.32kg,6250000,1,2,6125000.0,630000,6
5147,Mashhad,1394-11-19,L,Lenovo,ThinkPad L470,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.9kg,3350000,1,0,3350000.0,340000,9
5148,Sari,1393-11-12,M,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD +  1TB HDD,AMD R17M-M1-70,Windows,10,1.90kg,2800000,1,0,2800000.0,270000,5
5149,Karaj,1393-12-07,L,Lenovo,IdeaPad 320-17IKBR,Notebook,"17.3""",1600x900,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce MX150,No OS,,2.8kg,2400000,1,5,2280000.0,320000,10
5150,Orumiyeh,1399-11-16,H,Dell,Inspiron 5570,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMD Radeon 530,Windows,10,2.2kg,21800000,1,0,21800000.0,1930000,2
5151,Arak,1400-08-08,M,Asus,ZenBook UX310UA-FB485T,Notebook,"13.3""",Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.4kg,31800000,1,0,31800000.0,4360000,5
5152,Sari,1392-06-24,L,Toshiba,Satellite Pro,Notebook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.5kg,3100000,1,0,3100000.0,320000,9
5153,Tabriz,1400-01-27,M,Dell,Inspiron 7378,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.6kg,31250000,1,0,31250000.0,2800000,6
5154,Yazd,1396-05-06,H,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,"15.6""",1366x768,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,Nvidia GeForce 920M,Windows,10,2.2kg,2700000,1,0,2700000.0,320000,2
5155,Hamedan,1399-10-21,H,Lenovo,ThinkPad T470,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.65kg,33450000,1,0,33450000.0,3520000,2
5156,Rasht,1396-11-21,C,HP,EliteBook 850,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.84kg,5650000,1,0,5650000.0,490000,1
5157,Isfahan,1394-10-15,L,Apple,Macbook Air,Ultrabook,"13.3""",1440x900,Intel Core i5 1.8GHz,8GB,128GB Flash Storage,Intel HD Graphics 6000,macOS,,1.34kg,3000000,1,0,3000000.0,210000,10
5158,Kermanshah,1401-03-14,M,Toshiba,Tecra A40-C-1KF,Notebook,"14.0""",1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,1.75kg,23400000,1,0,23400000.0,2260000,6
5159,Zanjan,1394-03-11,L,HP,Pavilion 15-BC000nv,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6GB,1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.18kg,2650000,1,0,2650000.0,200000,7
5160,Orumiyeh,1401-06-15,M,Dell,XPS 13,Ultrabook,"13.3""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.2kg,43750000,2,0,87500000.0,8670000,6
5161,Tehran,1392-03-08,H,Dell,XPS 13,Ultrabook,"13.3""",Quad HD+ 3200x1800,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.3kg,4550000,1,0,4550000.0,480000,2
5162,Hamedan,1400-05-13,L,Dell,Inspiron 3576,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMD Radeon 520,Windows,10,2.13kg,18700000,1,0,18700000.0,2400000,10
5163,Hamedan,1399-08-27,L,Acer,TravelMate P259-G2,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.23kg,16000000,1,0,16000000.0,1530000,7
5164,Hamedan,1395-10-29,M,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.5kg,4550000,1,0,4550000.0,610000,4
5165,Kish,1401-05-18,L,Dell,Latitude 5480,Notebook,"14.0""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,1.6kg,22450000,1,0,22450000.0,1340000,7
5166,Hamedan,1395-01-06,L,Dell,Latitude 3480,Notebook,"14.0""",1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,1.76kg,1900000,1,0,1900000.0,150000,7
5167,Tabriz,1392-02-09,M,Dell,XPS 13,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,16GB,256GB SSD,Intel HD Graphics 615,Windows,10,1.22kg,5900000,1,0,5900000.0,560000,6
5168,Mashhad,1399-08-08,M,HP,ZBook 17,Workstation,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia Quadro M2200,Windows,10,3.14kg,57300000,1,0,57300000.0,6070000,6
5169,Tehran,1394-10-15,M,Asus,ZenBook UX430UA,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.25kg,3700000,1,0,3700000.0,280000,5
5170,Orumiyeh,1399-02-02,M,Dell,Latitude 5480,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620 ,Windows,10,1.6kg,17100000,2,0,34200000.0,3000000,6
5171,Tehran,1401-05-26,L,Asus,X541UA-DM1897 (i3-6006U/4GB/256GB/FHD/Linux),Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,256GB SSD,Intel HD Graphics 520,Linux,,2kg,10600000,1,0,10600000.0,1040000,9
5172,Ahvaz,1394-02-08,H,HP,Envy x360,2 in 1 Convertible,"13.3""",Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.42kg,4650000,1,0,4650000.0,440000,3
